"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.200428950E-1,-2.825157940E-1,2.944868207E-1,9.818920135E0,9.827396923E0
8.220577610E-1,-3.088520169E-1,2.968810201E-1,9.826103210E0,9.835437571E0
8.240726270E-1,-3.471592367E-1,2.729389966E-1,9.823708534E0,9.833629269E0
8.260874930E-1,-3.423708379E-1,2.944868207E-1,9.804554939E0,9.814949711E0
8.281023930E-1,-3.375824392E-1,2.944868207E-1,9.799766541E0,9.810000440E0
8.301172260E-1,-3.136404157E-1,2.849099934E-1,9.792584419E0,9.801747478E0
8.321320920E-1,-2.849099934E-1,2.896983922E-1,9.806949615E0,9.815363448E0
8.341469580E-1,-2.729389966E-1,2.896983922E-1,9.814131737E0,9.822199479E0
8.361618910E-1,-2.561795712E-1,2.896983922E-1,9.823708534E0,9.831317434E0
8.381768570E-1,-2.561795712E-1,2.753331959E-1,9.828496933E0,9.835689518E0
8.401918900E-1,-2.537853718E-1,2.705447972E-1,9.838073730E0,9.845064562E0
8.422069230E-1,-2.466027737E-1,2.944868207E-1,9.850045204E0,9.857531432E0
8.442218890E-1,-2.346317619E-1,3.160346150E-1,9.842862129E0,9.850729153E0
8.462368890E-1,-2.250549644E-1,3.112462163E-1,9.835680008E0,9.843176579E0
8.491558890E-1,-2.513911724E-1,2.992752194E-1,9.761459351E0,9.769281029E0
8.512237960E-1,-2.896983922E-1,3.064578176E-1,9.723152161E0,9.732293126E0
8.532317960E-1,-2.920926213E-1,3.040636182E-1,9.699210167E0,9.708370133E0
8.552417960E-1,-2.825157940E-1,2.825157940E-1,9.684844971E0,9.693082712E0
8.572517960E-1,-3.184288144E-1,3.160346150E-1,9.708786964E0,9.719147036E0
8.592614620E-1,-3.232172430E-1,3.303998411E-1,9.732728958E0,9.743697779E0
8.612712120E-1,-3.327940404E-1,3.232172430E-1,9.766247749E0,9.777260166E0
8.632808120E-1,-3.615244627E-1,3.016694188E-1,9.809343338E0,9.820637510E0
8.652903120E-1,-3.591302633E-1,3.112462163E-1,9.835680008E0,9.847154410E0
8.672995970E-1,-3.591302633E-1,3.184288144E-1,9.869198799E0,9.880863140E0
8.693089720E-1,-3.399766386E-1,2.729389966E-1,9.900322914E0,9.909917942E0
8.713181940E-1,-3.208230138E-1,2.633621991E-1,9.876380920E0,9.885099248E0
8.733273940E-1,-3.184288144E-1,2.753331959E-1,9.871592522E0,9.880563961E0
8.753366660E-1,-3.160346150E-1,2.705447972E-1,9.826103210E0,9.834906032E0
8.773459160E-1,-2.944868207E-1,2.561795712E-1,9.775824547E0,9.783613649E0
